location,stringency_index,population_density,median_age,aged_65_and_older,aged_70_and_older,gdp_per_capita,extreme_poverty,cardiovascular_death_rate,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Norway,51.38766578249344,14.462000000000108,39.700000000000266,16.82099999999993,10.813000000000073,64800.05700000002,0.20000000000000143,114.31599999999943,5.30999999999996,,3.599999999999989,82.40000000000057,0.956999999999995
Oceania,,,,,,,,,,,,,
Oman,66.83013227513237,14.979999999999889,30.70000000000013,2.3550000000000115,1.5299999999999851,37960.70900000023,,266.3420000000006,12.609999999999987,97.40000000000069,1.6000000000000114,77.86000000000038,0.8129999999999938
Pakistan,62.11055408970949,255.57300000000023,23.5,4.494999999999958,2.77999999999998,5034.70800000004,4.0,423.0309999999994,8.349999999999945,59.60699999999998,0.5999999999999962,67.27000000000037,0.556999999999996
Palestine,78.29121951219521,778.2019999999956,20.399999999999867,3.042999999999995,1.7259999999999993,4449.898000000027,1.0,265.9100000000023,10.590000000000051,,,74.04999999999953,0.7079999999999993
Panama,76.64515068493156,55.13300000000018,29.700000000000085,7.918,5.029999999999977,22267.036999999786,2.2000000000000117,128.34599999999966,8.329999999999957,,2.299999999999987,78.50999999999941,0.8149999999999981
Papua New Guinea,52.724617563739194,18.220000000000038,22.600000000000147,3.807999999999994,2.142000000000015,3823.1939999999868,,561.4940000000038,17.649999999999913,,,64.5,0.5550000000000045
Paraguay,72.03027472527482,17.144000000000013,26.5,6.377999999999997,3.8330000000000166,8827.009999999926,1.7000000000000017,199.1279999999985,8.269999999999984,79.60199999999972,1.3000000000000078,74.25,0.7280000000000034
Peru,80.13445652173924,25.12900000000003,29.1000000000002,7.150999999999983,4.454999999999984,12236.705999999913,3.5,85.75500000000031,5.950000000000017,,1.600000000000011,76.74000000000056,0.7769999999999931
Philippines,70.352962962963,351.8730000000024,25.200000000000042,4.8030000000000515,2.6609999999999774,7599.18800000005,,370.4370000000028,7.070000000000032,78.46299999999978,1.0,71.22999999999962,0.7179999999999986
Poland,59.084846796657224,124.02699999999993,41.79999999999972,16.762999999999938,10.202000000000103,27216.44500000014,,227.3310000000003,5.910000000000023,,6.619999999999939,78.72999999999963,0.8799999999999967
Portugal,67.37095238095239,112.37099999999936,46.20000000000032,21.502000000000184,14.92399999999998,27936.89599999986,0.5,127.84199999999926,9.84999999999994,,3.390000000000011,82.0499999999995,0.863999999999997
Qatar,69.34058171745174,227.3220000000001,31.899999999999782,1.307000000000005,0.6169999999999966,116935.60000000082,,176.6900000000009,16.520000000000138,,1.1999999999999924,80.22999999999963,0.8480000000000076
Romania,61.33904509283805,85.12900000000059,43.0,17.850000000000104,11.690000000000012,23313.19899999997,5.700000000000021,370.94599999999883,9.739999999999908,,6.891999999999992,76.04999999999953,0.8279999999999973
Russia,54.061389578163656,8.822999999999965,39.60000000000025,14.177999999999944,9.393000000000022,24765.953999999925,0.10000000000000075,431.29699999999974,6.179999999999986,,8.050000000000047,72.58000000000074,0.8240000000000071
Rwanda,71.18924157303377,494.8690000000035,20.30000000000012,2.974000000000015,1.6420000000000043,1854.211000000008,56.0,191.375,4.279999999999978,4.616999999999976,,69.02000000000035,0.543000000000004
Saint Helena,,,,,,,,,,,,80.56,
Saint Kitts and Nevis,,212.86500000000007,,,,24654.384999999835,,,12.840000000000062,,2.2999999999999887,76.22999999999963,0.7789999999999977
Saint Lucia,,293.1870000000017,34.89999999999978,9.721000000000002,6.405000000000003,12951.839000000018,,204.6200000000005,11.61999999999992,87.20200000000041,1.3000000000000078,76.20000000000047,0.7589999999999946
Saint Vincent and the Grenadines,,281.7869999999978,31.79999999999988,7.724000000000026,4.832000000000042,10727.146000000064,,252.67500000000166,11.61999999999992,,2.6000000000000156,72.52999999999975,0.7379999999999997
Samoa,,69.41299999999978,22.0,5.605999999999995,3.564000000000004,6021.556999999996,,348.9769999999995,9.210000000000015,,,73.31999999999988,0.7150000000000021
San Marino,51.87928176795567,556.6669999999957,,,,56861.46999999997,,,5.640000000000038,,3.7999999999999736,84.97000000000043,
Sao Tome and Principe,,212.8410000000003,18.69999999999989,2.88599999999999,2.1620000000000044,3052.7140000000136,32.29999999999991,270.11299999999864,2.419999999999988,41.34000000000012,2.8999999999999844,70.38999999999966,0.625
Saudi Arabia,63.68414565826319,15.322000000000056,31.899999999999782,3.2949999999999973,1.8450000000000166,49045.411000000066,,259.5380000000004,17.72000000000004,,2.7000000000000184,75.13000000000022,0.8540000000000022
Senegal,47.68805333333315,82.32800000000056,18.699999999999882,3.0080000000000178,1.796000000000008,2470.5799999999845,38.0,241.2189999999984,2.419999999999985,20.859000000000155,,67.93999999999964,0.5120000000000003
Serbia,57.87611702127622,80.29100000000032,41.20000000000028,17.36599999999999,,14048.881000000045,,439.41499999999945,10.079999999999952,97.71899999999994,5.608999999999968,76.0,0.8060000000000013
Seychelles,42.703352272727024,208.3540000000004,36.20000000000019,8.606000000000074,5.586000000000012,26382.286999999866,1.1000000000000056,242.64800000000076,10.550000000000068,,3.5999999999999934,73.4000000000004,0.7959999999999969
Sierra Leone,46.34910714285705,104.70000000000019,19.100000000000097,2.538000000000009,1.2850000000000088,1390.299999999992,52.20000000000034,325.72100000000154,2.4199999999999875,19.2749999999999,,54.70000000000036,0.45199999999999874
Singapore,50.098710462287286,7915.731000000032,42.39999999999985,12.921999999999917,7.048999999999982,85535.38300000058,,92.24299999999981,10.989999999999885,,2.399999999999984,83.61999999999982,0.9379999999999927
Slovakia,57.590299727520474,113.12799999999967,41.20000000000027,15.069999999999974,9.166999999999945,30155.152000000046,0.6999999999999953,287.95900000000165,7.2899999999999725,,5.819999999999988,77.54000000000062,0.860000000000008
Slovenia,54.786733167082396,102.61899999999936,44.5,19.061999999999912,12.930000000000007,31400.839999999884,,153.49300000000073,7.25,,4.5,81.31999999999977,0.9169999999999928
Solomon Islands,36.42918918918919,21.84099999999993,20.800000000000043,3.507000000000002,2.043000000000005,2205.9230000000052,25.09999999999994,459.77999999999923,18.67999999999997,35.89000000000005,1.4000000000000037,73.0,0.5669999999999984
Somalia,37.73075418994395,23.5,16.800000000000107,2.730999999999995,1.495999999999992,,,365.7690000000002,6.049999999999981,9.831000000000031,0.8999999999999985,57.4000000000001,
South Africa,59.268817480719754,46.754000000000424,27.299999999999915,5.344000000000038,3.0530000000000155,12294.876000000082,18.89999999999987,200.37999999999985,5.519999999999985,43.99300000000017,2.3200000000000194,64.13000000000014,0.7090000000000027
South America,,,,,,,,,,,,,
South Korea,52.14961445783123,527.9670000000025,43.39999999999989,13.914000000000003,8.621999999999948,35938.373999999865,0.20000000000000154,85.99799999999965,6.8000000000000265,,12.270000000000072,83.02999999999953,0.9159999999999973
South Sudan,65.2938580246912,,19.199999999999886,3.4410000000000123,2.032000000000005,1569.8879999999915,,280.7749999999989,10.429999999999943,,,57.849999999999966,0.433000000000002
Spain,63.19900497512422,93.10500000000009,45.5,19.435999999999883,13.79899999999998,34272.35999999985,1.0,99.40299999999912,7.17000000000004,,2.970000000000021,83.56000000000049,0.9039999999999974
Sri Lanka,55.664285714285704,341.95500000000067,34.100000000000236,10.068999999999967,5.3309999999999675,11669.076999999987,0.6999999999999946,197.0929999999993,10.67999999999995,,3.5999999999999837,76.97999999999962,0.7819999999999996
Sudan,54.85703601108037,23.257999999999864,19.699999999999882,3.5480000000000014,2.0339999999999936,4466.506999999987,,431.3880000000034,15.670000000000055,23.436999999999912,0.8000000000000055,65.31000000000029,0.5099999999999987
Suriname,72.6705681818181,3.6120000000000076,29.600000000000197,6.932999999999994,4.229000000000026,13767.118999999955,,258.3139999999988,12.539999999999969,67.77899999999977,3.1000000000000063,71.68000000000023,0.7379999999999997
Sweden,55.188482587064335,24.71800000000005,41.0,19.98499999999986,13.432999999999995,46949.28299999985,0.5,133.98200000000142,4.789999999999975,,2.2200000000000193,82.79999999999956,0.9449999999999944
Switzerland,47.4668627450979,214.2430000000012,43.10000000000012,18.43599999999989,12.643999999999963,57410.16600000012,,99.73900000000071,5.589999999999985,,4.529999999999976,83.77999999999952,0.9549999999999981
Syria,62.15842900302087,,21.699999999999875,,2.5769999999999986,,,376.26399999999836,,70.59800000000058,1.5,72.70000000000044,0.5670000000000005
Taiwan,24.497631578947267,,42.20000000000033,,8.353000000000039,,,103.95700000000008,,,,80.45999999999935,
Tajikistan,40.596602564102525,64.28100000000015,23.30000000000012,3.4659999999999997,2.1549999999999834,2896.9129999999755,4.799999999999972,427.6980000000013,7.10999999999997,72.7040000000003,4.799999999999972,71.0999999999998,0.6680000000000041
Tanzania,24.600893854748534,64.69900000000028,17.699999999999886,3.107999999999973,1.8740000000000132,2683.3040000000033,49.10000000000013,217.28800000000038,5.75,47.95299999999993,0.6999999999999954,65.45999999999944,0.5289999999999981
Thailand,47.18755813953479,135.13199999999935,40.100000000000165,11.372999999999966,6.889999999999991,16277.671000000073,0.1000000000000008,109.8609999999995,7.039999999999972,90.669999999999,2.100000000000015,77.15000000000062,0.7769999999999923
Timor,40.26401146131804,87.17599999999966,18.0,3.5560000000000214,1.8970000000000071,6570.101999999968,30.299999999999926,335.34600000000177,6.859999999999983,28.17799999999992,5.9000000000000385,69.5,0.6059999999999965
Togo,53.20842818428198,143.36600000000124,19.399999999999878,2.8390000000000244,1.5249999999999895,1429.8130000000094,49.200000000000344,280.0329999999993,6.150000000000043,10.474999999999937,0.6999999999999952,61.04000000000054,0.5149999999999958
Trinidad and Tobago,71.41586111111145,266.88599999999894,36.20000000000019,10.014000000000028,5.8189999999999715,28763.071000000276,,228.4669999999998,10.969999999999915,89.44299999999953,3.0,73.5099999999995,0.7959999999999969
Tunisia,57.59362162162168,74.22799999999943,32.70000000000015,8.00100000000005,5.07500000000003,10849.296999999906,2.0,318.9909999999983,8.519999999999984,78.6870000000007,2.2999999999999865,76.70000000000049,0.7400000000000038
Turkey,65.1177134986227,104.91399999999999,31.60000000000021,8.152999999999947,5.060999999999973,25129.34100000001,0.20000000000000137,171.2850000000016,12.130000000000082,,2.8099999999999743,77.68999999999954,0.8199999999999947
Turks and Caicos Islands,,37.312,,,,,,,,,,80.21999999999998,
Uganda,70.03413793103468,213.75899999999956,16.399999999999935,2.168000000000006,1.3079999999999958,1697.7070000000033,41.60000000000024,213.33299999999906,2.5,21.22199999999994,0.5,63.369999999999976,0.5440000000000024
Ukraine,62.85005390835588,77.38999999999962,41.39999999999975,16.462000000000142,11.132999999999917,7894.393000000024,0.1000000000000007,539.8489999999964,7.109999999999994,,8.800000000000049,72.06000000000041,0.7789999999999976
United Arab Emirates,51.101435643564464,112.44200000000029,34.0,1.1440000000000046,0.5260000000000036,67293.48299999935,,317.8399999999974,17.26000000000015,,1.1999999999999922,77.97000000000041,0.8899999999999914
United Kingdom,65.51613231552166,272.8980000000008,40.79999999999969,18.516999999999882,12.527000000000037,39753.2440000004,0.2000000000000015,122.13700000000053,4.279999999999977,,2.5399999999999863,81.31999999999977,0.9320000000000016
United States,61.21249999999962,35.608000000000146,38.29999999999971,15.412999999999846,9.731999999999976,54225.4459999999,1.199999999999992,151.08899999999997,10.78999999999997,,2.769999999999987,78.8600000000004,0.9259999999999923
Uruguay,51.15600558659235,19.75100000000014,35.60000000000023,14.655000000000008,10.36099999999997,20551.40899999999,0.10000000000000067,160.70799999999915,6.929999999999986,,2.7999999999999816,77.90999999999987,0.8170000000000026
Uzbekistan,57.70133522727286,76.13399999999928,28.20000000000004,4.469000000000033,2.87300000000002,6253.104000000021,,724.4169999999939,7.570000000000025,,4.0,71.72000000000024,0.7199999999999994
Vanuatu,25.79428571428564,22.661999999999967,23.09999999999995,4.394000000000005,2.620000000000003,2921.9090000000015,13.200000000000028,546.3000000000012,12.019999999999985,25.208999999999957,,70.47000000000006,0.6090000000000004
Vatican,,,,,,,,,,,,75.11999999999979,
Venezuela,84.59245125348147,36.253000000000156,29.0,6.614000000000023,3.91499999999998,16745.021999999943,,204.8499999999998,6.469999999999996,,0.8000000000000054,72.06000000000039,0.7110000000000056
Vietnam,61.12933168316833,308.1269999999969,32.60000000000023,7.150000000000054,4.718000000000027,6171.88400000004,2.0,245.46499999999767,6.0,85.84700000000076,2.6000000000000107,75.40000000000056,0.704000000000003
World,,58.04499999999949,30.89999999999977,8.695999999999943,5.355000000000015,15469.207000000111,10.0,233.07000000000207,8.510000000000087,60.130000000000116,2.7050000000000103,72.58000000000077,0.7370000000000005
Yemen,34.253453453453396,53.50799999999999,20.300000000000118,2.922000000000018,1.5830000000000113,1479.1469999999977,18.80000000000011,495.00299999999766,5.34999999999997,49.541999999999824,0.699999999999996,66.11999999999999,0.46999999999999903
Zambia,46.80455056179795,22.994999999999912,17.699999999999886,2.4800000000000115,1.5419999999999903,3689.251000000001,57.5,234.49900000000042,3.940000000000034,13.938000000000079,2.0,63.88999999999968,0.5840000000000026
Zimbabwe,76.53285310734428,42.72899999999975,19.600000000000115,2.8220000000000023,1.881999999999991,1899.7750000000126,21.399999999999867,307.8460000000015,1.820000000000006,36.7909999999998,1.7000000000000002,61.490000000000265,0.5709999999999984
